ticker,status,error,forecast_completed,evaluation_completed,forecast_revenue,forecast_cogs,forecast_sga,forecast_net_income,forecast_ebit,forecast_cash,forecast_equity,forecast_total_assets,avg_smape,median_smape,is_avg_smape,is_median_smape,bs_avg_smape,bs_median_smape,actual_revenue,actual_net_income,actual_equity
CF,evaluated,,True,True,3930820758.0904703,2422158591.0960126,171317629.1793313,155462025.82016116,376262487.29950833,2103471491.0406418,5730718152.538631,15351078684.275875,51.062605819758616,32.5822129647163,60.721486952855464,46.26482776754285,44.30138902659082,25.575450385011003,5936000000.0,1218000000.0,4985000000.0
SLB,evaluated,,True,True,39084697055.99658,31343249439.322205,429359581.3605781,3618505960.5592313,5354397807.479596,3420721939.411199,22198859927.42933,52572482888.42949,11.487088929390708,8.170969306572447,9.733081581772648,8.356840446384103,12.714894072723354,6.827343220918168,36289000000.0,4461000000.0,21130000000.0
NVR,evaluated,,True,True,8627029064.811102,6379821525.739619,615287599.4830089,,1613208418.833049,,,,10.49104855094447,10.730999709885536,13.808286198727258,16.374047419073136,8.595484180782877,5.038649272443826,10543571000.0,1681928000.0,4210072000.0
MOS,evaluated,,True,True,9808166984.397549,8225093413.402213,624822080.2919708,-269871173.3859714,-73602544.68991113,249785606.42503083,11906010740.201168,22367607777.79844,46.29119041607231,15.539438196433426,68.51424768383069,15.82634471934878,30.735050328641456,11.673599404307407,11122800000.0,174900000.0,11482400000.0
HIG,evaluated,,True,True,27086524206.094994,16251914523.656996,5417304841.218999,3768360413.729867,4969304841.218999,,18339617697.951965,,10.073498929782241,5.026403713062873,15.011239925600085,19.11109097926904,6.546541075626638,1.3661746961743202,26384000000.0,3111000000.0,16447000000.0
LIN,evaluated,,True,True,32351795827.838387,17224618391.080204,1309669703.8724372,7650522579.98985,9834303801.681816,4592706390.121088,43660390436.2715,80947388297.94548,13.396382264021758,5.449573443225795,6.794291490868878,5.235053284821223,18.017845805228774,6.117227281889727,33005000000.0,6565000000.0,38092000000.0
AFL,evaluated,,True,True,18536018014.72508,11121610808.835047,3707203602.945016,,3662703602.945016,,,,34.37305320303041,6.852317161457269,3.143488222862897,3.143488222862897,39.57798069972499,7.981720824586175,19128000000.0,5443000000.0,26098000000.0
PLD,evaluated,,True,True,10776594239.200983,2700149346.855345,524367583.46664006,5822326143.033813,7106208808.878998,,56068725520.213104,,38.00272589504002,22.39400595799167,53.81425179728196,27.136226449519913,24.16764073057832,7.692043954663123,8201610000.0,3731635000.0,53951138000.0
SJM,evaluated,,True,True,9094657095.35061,6107107237.245121,1728573443.848529,569979918.9695083,807891837.3648151,1100161074.1874988,7860779918.969508,14178579123.813276,47.482529503859816,26.487479529666995,31.66607793715604,18.688794688966915,58.554045600552456,37.175990562508204,8178700000.0,744000000.0,7693900000.0
APD,evaluated,,True,True,12502165593.057503,8764414974.87912,1019819507.6622621,441390219.1491524,1053710694.4500182,1604444584.4423795,13228436170.126503,38224235760.39721,37.981545677403524,16.883654872642005,40.27002259177352,8.943402105815132,36.37961183734453,21.927438932344444,12100600000.0,3828200000.0,17036500000.0
ESS,evaluated,,True,True,1734413358.3756428,552769810.9177539,65946138.27736129,,1083818909.1805274,,,,37.362399890319374,7.790930590893296,55.98551483152731,21.246149112909137,24.946989929514093,7.790930590893296,1774450000.0,741522000.0,5537046000.0
EA,evaluated,,True,True,7888066943.212703,1903503361.4647405,1038853955.0851096,4018438552.6435556,4671209626.662852,,11097978476.597927,,21.01459608411964,6.97112446207149,31.534708584770623,10.71001419444113,11.809497646050016,5.7350210738368865,7562000000.0,1273000000.0,7513000000.0
HST,evaluated,,True,True,5748261870.796821,2663617485.2251887,124468106.78622375,2044680497.0931401,2271969951.1456566,,8038217621.895668,,26.916977123159953,14.072100291264203,32.52811027477873,10.176989432993246,22.007235615493517,21.187355387261192,5684000000.0,697000000.0,6609000000.0
MCO,evaluated,,True,True,6400705193.855157,1825217995.6108265,1765711777.6152158,1753270847.5576515,2422699948.9310017,,4411628926.160272,,25.330047286392148,10.357718124202034,15.775517512074268,10.422859423884917,33.690260838920295,9.800229540791191,7088000000.0,2058000000.0,3565000000.0
FSLR,evaluated,,True,True,4204573491.9664235,2556650527.7310634,525420600.16821164,627952255.0493144,740806572.3459032,2102286745.983212,7066188155.0493145,12579193284.596584,29.752743468396613,12.387777259026288,20.72630372884723,10.383142222046967,36.07125128608117,23.747523274827667,4206289000.0,1292044000.0,7977577000.0
LVS,evaluated,,True,True,15558000000.0,7807500000.000001,1660500000.0,3382615273.735491,4813837690.551586,7657500000.0,7297337435.307543,26009881379.871975,40.907063721352436,36.328055506137694,42.28376757727657,31.724754244861483,39.943371022205554,36.71452421427966,11298000000.0,1446000000.0,2884000000.0
EG,evaluated,,True,True,17455761034.626617,10473456620.77597,174557610.34626618,,,,,,13.824182962609168,4.012256420635362,3.6812722127048048,3.6812722127048048,17.20515321257729,4.313275361743645,17076000000.0,1373000000.0,13876000000.0
EMR,evaluated,,True,True,16660187264.560997,8500925094.175602,4598717038.539554,1498575332.0964644,2451338789.7288246,8330093632.2804985,17286194335.500984,42943918165.91408,33.6433354330159,22.351286913603186,26.798964138897325,27.082905919118964,38.434395338898895,17.93877575349493,17492000000.0,1968000000.0,21636000000.0
ETR,evaluated,,True,True,10720508394.16264,6017098040.240952,2355291796.572814,-957264435.7620027,29806995.592955112,116978163.46638012,11683925507.131233,60896328469.27324,49.7308906865692,15.318698250384141,65.18589674486734,15.318698250384141,38.91238644576049,18.911232854276232,11879653000.0,1061184000.0,15118908000.0
XEL,evaluated,,True,True,13181609144.350098,7633753233.180927,3146475898.105813,-1405884383.3721366,-342196285.53946924,131816091.44350052,15096099487.595606,66260224865.907776,38.42623464704665,10.536806271673834,62.79267180289178,10.536806271673834,21.369728637955056,9.941291675319999,13441000000.0,1936000000.0,19522000000.0
WST,evaluated,,True,True,3014070470.0543838,1860267373.3070076,430990210.9529253,429682480.7244103,558350820.3790711,872504839.1007657,3252952834.0270214,4053792842.1906533,28.616850274847646,9.076665464814612,20.12339247209204,5.666233289409633,34.56227073677657,12.71826778587744,2893200000.0,492700000.0,2682300000.0
APH,evaluated,,True,True,12486769554.780956,8424767632.100135,1481838511.4473581,1505965947.2406347,2136508109.3983724,2178394626.4188695,9345102860.450958,18165494515.1766,35.90771317749875,23.20611535777857,27.740222518674937,22.387461206099324,41.624956638675414,26.64608032157235,15222700000.0,2424000000.0,9792000000.0
AIZ,evaluated,,True,True,12156628917.884823,7293977350.730893,2431325783.576965,1672465304.6413498,2222534712.425205,,6128195420.331878,,25.318869123995416,4.5639377065757945,35.25549298296971,6.805104166991624,18.221280653299498,1.969183933294604,11877500000.0,760200000.0,5106700000.0
CRWD,evaluated,,True,True,3361854000.0,901846500.0,1356613500.0,874133763.4714941,932575345.5828019,,2337774763.471494,,24.967387994962554,12.973128980759316,32.414049961288924,16.176441751556375,18.45155877442698,11.293952893430028,3055555000.0,89327000.0,2303950000.0
PWR,evaluated,,True,True,25539944055.34786,21947746366.763355,2255485525.3134565,211955947.38598704,634316209.5422095,1578035468.9310346,6411800397.121222,18239725365.257393,31.7237593453061,11.2388867563369,25.838064157503954,7.5880720772235035,35.84374597676761,14.98380938792773,23672795000.0,904824000.0,7317731000.0
DECK,evaluated,,True,True,4176440607.1206937,2074717889.0830476,1350148184.698218,520137573.904669,695451412.9145414,1171897598.0376787,2130823973.904669,2896268035.5287204,27.648030193803244,18.546723860096947,17.443393684008132,8.672024008713116,34.791275750659835,19.895099651336285,4287763000.0,759563000.0,2107468000.0
COST,evaluated,,True,True,258662302052.3983,226951108770.94037,23048904623.844482,3933200069.4794855,6435535594.156103,14625752355.102797,27644298632.107822,74203778288.74988,20.31355397804821,4.781788388936036,10.59270297389877,1.6406846708962266,27.118149680952815,8.35207469903597,254453000000.0,7367000000.0,23622000000.0
DTE,evaluated,,True,True,8447837788.641564,5579748803.827751,84478377.88641565,641626172.1841085,1553729334.4017532,84478377.88641572,10721594777.908947,48947766405.393585,54.69467263587174,38.35631016985718,78.95480766976094,38.35631016985718,37.7125781121493,29.756269246259446,12457000000.0,1404000000.0,11699000000.0
ACGL,evaluated,,True,True,18392823156.142723,11035693893.685633,183928231.56142724,,,,,,19.226320277677775,8.107249341146122,8.282594795304943,8.282594795304943,21.41506537415234,7.9319038869873,16930000000.0,4312000000.0,20820000000.0
K,evaluated,,True,True,13608384098.632734,9166629099.818224,2880970204.6945386,570654804.1959825,1122193713.0388908,284156168.4975895,2953154804.1959825,13782136123.259933,22.279641970432163,11.08341090338861,20.770793129854546,11.08341090338861,23.3358361588365,11.48129706039144,12749000000.0,1343000000.0,3775000000.0
TPL,evaluated,,True,True,597691181.9283751,45729036.77882959,85011739.54409653,,451635530.92493063,,,,37.53629861502732,23.271110459636297,28.125089360622898,30.136159219615486,43.810438117963606,23.271110459636297,705823000.0,453960000.0,1132465000.0
HAL,evaluated,,True,True,26103775139.18313,21159276937.478443,261037751.39183128,2168842053.502725,3547550167.096735,2567510075.380598,10593246633.655397,26753004150.41677,11.085807680136003,8.814435042350402,12.65656479376265,12.884478980816635,9.986277700597352,5.455619170076882,22944000000.0,2501000000.0,10506000000.0
TROW,evaluated,,True,True,6432719969.484002,3240406140.188644,113708942.11207694,,2591142497.0760455,,,,10.872990513432935,9.22485362029457,7.823871290376908,7.428682683149576,12.905736662136952,9.413903516190757,7093600000.0,2100100000.0,10345400000.0
ADSK,evaluated,,True,True,5711360009.119926,547742818.0574555,1991273369.8130414,2840073038.369499,3047397354.4400077,,3738173038.369499,,28.43167809276723,15.153143471252013,37.746166372068856,10.648775382718256,20.281500848378297,17.01064560490991,5497000000.0,906000000.0,1855000000.0
JBL,evaluated,,True,True,35970751060.39787,32998929744.907104,1319542565.2667425,355954099.6976322,925360025.4822209,1869956628.2334666,3184996268.372331,22455319125.255726,32.349358706275424,20.934990265955857,28.09926842973162,20.934990265955857,35.32442189985609,19.714742620828773,28883000000.0,1388000000.0,1737000000.0
WY,evaluated,,True,True,5782627258.444619,4515181461.115476,65557541.241162606,347179633.1623961,676571800.3917785,1260104074.4715052,10040507292.736864,16579459941.463724,28.402375162039057,13.7052923931492,19.91876470737413,20.785798097295174,34.34090248030451,11.604502800635338,7124000000.0,396000000.0,9721000000.0
FOXA,evaluated,,True,True,15915097252.039501,9549058351.2237,3183019450.4079003,1843475627.0281994,2677597958.976683,5007781743.098571,11914039112.505379,23185664947.17797,30.542804162922007,14.769976655843598,17.45071026411089,16.263984206073133,37.08885111232756,12.688316232469116,13980000000.0,1501000000.0,10714000000.0
DG,evaluated,,True,True,41853152057.963036,28781143871.963665,9391193442.375582,1806621247.817206,2882277297.773205,421990121.8738539,6851218908.272718,30849515491.6875,13.420820709193485,7.7359428426909504,11.192593467125457,6.487669644901966,14.980579778641106,8.416889221386961,38691609000.0,1661274000.0,6749119000.0
PTC,evaluated,,True,True,2274620792.236986,478348147.186201,575013291.2638031,849896705.0133525,1105549853.786982,,3453524705.0133524,,38.33092845121834,28.784842678208342,20.069297851730113,7.2646121035802285,54.30985522577056,34.61512626827667,2298472000.0,376333000.0,3214398000.0
AMD,evaluated,,True,True,21794940892.33507,11743129528.409813,9666459895.76713,-1219248531.8418713,-725648531.8418713,3779519511.88509,54416551468.15813,66988339944.21321,50.15106584025422,14.082963984360426,95.78430215287251,96.36194029850746,14.658548708217795,5.62836300279858,25785000000.0,1641000000.0,57568000000.0
CBOE,evaluated,,True,True,3597145951.7493997,1768783440.6972337,35971459.517494,1338372962.0759602,1669491051.534672,,4599232962.07596,,17.22096984806012,12.93231777360947,18.244393365753098,13.364513220494873,16.32547427007876,10.957348317473684,4094500000.0,764900000.0,4279600000.0
LUV,evaluated,,True,True,28585717687.074833,23958931216.93122,4381368480.725624,-1665801162.1310484,-1427839696.320697,10176081632.653063,8479959505.772476,39185125165.380585,44.29406000158206,15.070531518923124,60.74375855420904,5.71329861541323,32.77927101474317,17.66340744511861,27483000000.0,465000000.0,10350000000.0
CB,evaluated,,True,True,58483250471.204185,35089950282.72251,4674413752.1815,,,,,,17.06650614046509,10.56532480744078,7.64458011036425,6.503209600081876,21.777469155515508,11.683245527724377,56150000000.0,9272000000.0,64021000000.0
PFG,evaluated,,True,True,10649693468.901295,6389816081.340776,2129938693.7802591,1385087320.882309,1873035089.7244415,,12219140759.045818,,35.85261641278996,11.149539586425867,19.237440236520634,17.88017397659958,44.160204500924635,5.796775334143446,16127700000.0,1571000000.0,11086400000.0
IBM,evaluated,,True,True,63219223525.524536,28165564183.04973,1264180075.9953742,26443491188.20952,29428479266.479435,27923979122.498318,41474491188.20952,149833522318.09888,42.36323920970072,7.482424207668376,49.76784134086201,6.778910057598583,37.18001771788782,8.150376687115433,62753000000.0,6023000000.0,27307000000.0
KEY,evaluated,,True,True,5497612439.51039,3298567463.706234,96418303.44434956,-1732265898.8789384,1942573213.24031,,12445194716.666183,,48.25613326622726,23.681898489457897,81.541672476682,49.19437856021518,19.72567108583748,13.048473098668824,4393000000.0,-161000000.0,18176000000.0
VRSK,evaluated,,True,True,2879417685.2222667,941228313.9767721,722914889.8678414,528804868.9651374,905442774.3976946,,712100562.1433833,,40.855238143236015,21.231331232323935,14.359092325087815,3.399259395507225,64.0393657341157,46.772391119318264,2881700000.0,957500000.0,100100000.0
ADM,evaluated,,True,True,86885897682.06703,79936690791.28755,3196653668.9117336,1319538299.164322,2626482901.5701327,2154071071.8199944,24667462031.883217,52188991849.46704,28.19997740830818,9.477856957671857,15.30168690105042,14.75798600130461,37.22878076338861,9.02581527724492,85530000000.0,1800000000.0,22168000000.0
FFIV,evaluated,,True,True,2935598976.4103646,619128945.8600179,916435185.7525191,1017031363.4810207,1295811052.7607856,1681600252.2361717,3698778963.481021,6116864358.913717,32.83748558116191,10.44696575907114,25.7847426819102,10.037070190517468,37.06913132071294,13.56137040501972,2816120000.0,566778000.0,3129378000.0
AES,evaluated,,True,True,12719206150.43196,10205084568.43941,256030752.15978444,-742100238.134372,766627398.2602148,1431764127.7641277,1496899761.865628,49871673163.93103,42.31709823852558,14.341066249576631,62.25265217218737,11.752735562575714,28.36221048496234,15.751870244098559,12278000000.0,1679000000.0,3644000000.0
OMC,evaluated,,True,True,15106671577.6361,12320735731.43165,621861598.0012738,1202508875.082831,1967673865.6551163,4557028112.337377,4224095027.760385,28734226987.39443,16.78879117892811,4.272178796697374,9.619927727635417,4.3939994795216375,21.806995594833,4.009689374529822,15689100000.0,1480600000.0,4193500000.0
PARA,failed,Missing financial statements from Yahoo Finance.,False,False,,,,,,,,,,,,,,,,,
NTAP,evaluated,,True,True,6406306426.084204,2167993985.43843,1841737575.1820197,2076970825.251311,2138887365.4637542,3770314666.520839,2648598359.9364767,13971828337.777567,43.3342693149127,16.637246353591937,42.16602877454996,3.3092710203786577,44.15203769316662,22.472629318577226,6268000000.0,986000000.0,1146000000.0
GEHC,evaluated,,True,True,20842958617.30549,12397893244.643148,5849289787.906876,658178809.6593117,1936743605.4987664,2658671173.872744,7757625573.751169,37081746655.41972,20.910244075530613,12.344261221082453,24.80612467537616,12.757052373113073,18.18312765563872,10.420404696582521,19672000000.0,1993000000.0,8446000000.0
CINF,evaluated,,True,True,15019500000.0,9011700000.0,3003900000.0,2249481309.8927298,2899900000.0,,12504481309.89273,,12.653912675520083,3.682311305942836,11.71273053096473,5.492163508524326,13.326185635916762,1.1240773939093704,11337000000.0,2292000000.0,13935000000.0
PRU,evaluated,,True,True,51673923858.49156,31004354315.094936,12332608272.207209,,,,,,27.771132869005363,19.46171420195325,19.46171420195325,19.46171420195325,30.540939091356062,17.36883026722484,70675000000.0,2727000000.0,27872000000.0
CPB,evaluated,,True,True,10225817449.194115,7037967764.540996,886303083.3917309,1414650214.1468556,1900907174.4604588,838482646.6912041,4569010848.228758,12823330198.788765,39.053237169876006,18.534254284577454,25.98015810509568,6.2005453147420635,48.204392515222224,20.41648696288687,9636000000.0,567000000.0,3794000000.0
HD,evaluated,,True,True,163907092685.089,108948238420.9795,29926532128.84616,14606153689.41549,21923209933.254787,6732478188.668007,8060635585.599997,81715185970.05951,30.997471478355845,7.099773447686066,7.193536707576986,6.8730023000800395,47.66022581790105,14.131639506183738,152669000000.0,15143000000.0,1044000000.0
TRV,evaluated,,True,True,46393243955.98438,27835946373.59063,5804061361.66522,,,,,,4.533332447517263,2.7074808933692975,1.938804816789828,0.2570516986867133,5.83059626288098,3.0730128754980264,46428000000.0,4999000000.0,27864000000.0
PHM,evaluated,,True,True,16120391575.223839,11383624973.997278,1328025161.9426608,,3320494540.8265653,,,,23.023626661497616,11.133596833515277,5.783872808221851,5.877426174418244,32.87491457765519,13.732574804057094,17946950000.0,3083262000.0,12121964000.0
EXPE,evaluated,,True,True,14128732407.645496,1731014571.0122569,7552417673.78075,,3993449404.982299,,,,11.720001721395247,3.9167878532949825,5.9792919821819215,2.393104019223734,15.547141547537464,7.460120441749459,13691000000.0,1234000000.0,1557000000.0
MTD,evaluated,,True,True,3661313908.629697,1495162307.7394266,1122662702.5952692,662547905.1891273,918469623.5249008,338093612.0572598,275976505.1891273,3532022984.669794,36.835562201670534,6.536840306632709,7.316087677468761,5.602766085076283,57.49919436861178,7.26778413415594,3872361000.0,863140000.0,-126890000.0
TER,evaluated,,True,True,2270196141.355829,966634512.6297724,860477337.1200728,262523169.0655551,326232632.59746027,1024670938.0566787,2745848057.697437,3816472285.5608454,30.57456887323114,12.665325867765587,23.660638756978774,21.598256818914834,35.41431995460781,12.089567249550218,2819880000.0,542372000.0,2819294000.0
GEN,evaluated,,True,True,3935081902.7181687,698752861.230329,809082260.3719599,1319951813.2357943,2367746781.11588,,3018903966.3458424,,48.08106244166289,32.21902737842232,70.32675196650196,44.128154493349335,28.61608410742872,30.325199963720962,3800000000.0,607000000.0,2140000000.0
TYL,evaluated,,True,True,2058871327.7027829,1150511582.3184903,157990009.35572508,591112007.1981204,645990236.0285676,,3479331307.19812,,27.053969961734,10.646791180582522,32.162375341901566,13.53416593314156,22.584115254087383,6.647108064104753,2137803000.0,263026000.0,3388422000.0
HSY,evaluated,,True,True,11964058827.792364,6608554351.436095,2640900981.7609525,1734353974.0787199,2224080218.4454618,430665706.7920341,4827090434.964642,12645080051.895603,19.00732786623643,11.305888811512968,13.374867237714408,10.660237714905444,22.95005030620184,15.51657365026291,11202263000.0,2221239000.0,4714654000.0
EQR,evaluated,,True,True,3019789949.2157736,1099592424.7223217,63796751.30119407,1356872197.8025706,1627767773.192258,,11607262197.80257,,22.64470945113963,7.323003361966938,33.17301118351753,6.302906115918402,12.116407718761733,7.885077554674231,2980108000.0,1035831000.0,11044560000.0
WBD,evaluated,,True,True,50490139308.63176,29968324984.47527,21604417925.895264,-6040508263.058392,-4061103601.7387733,,39185491736.941605,,45.26420882582294,27.790072251053793,70.28740187182913,27.790072251053793,23.36891491056754,21.089258470280136,39321000000.0,-11311000000.0,34037000000.0
RCL,evaluated,,True,True,20850000000.0,11662500000.0,4870500000.0,1439391776.1288285,2725172803.019513,745500000.0,6163391776.128828,40235163809.01552,28.367488968733397,23.38288469264765,23.99375517866155,23.38288469264765,31.42910262178369,22.963443111792486,16485000000.0,2877000000.0,7563000000.0
ROP,evaluated,,True,True,7104734509.847724,2151270091.961726,795139603.1125509,3394125902.619547,4098524814.773447,2813522261.9735928,20750538365.488384,32695278924.380707,46.735367503726366,12.075258853390274,47.82339053735422,26.920185347928815,45.97375138018686,11.27064888343988,7039200000.0,1549300000.0,18867600000.0
URI,evaluated,,True,True,17643551279.848824,10487399759.491495,2410415392.5442367,561300775.5190771,1765867162.2958498,446874763.7862911,8223773934.66397,28150067025.499237,26.753438144156043,14.620882703290789,30.928449614313905,13.935448455130565,23.83093011504554,15.702359218441826,15345000000.0,2575000000.0,8622000000.0
ARE,evaluated,,True,True,3136424943.6872096,948037043.7105013,219971341.05992144,1272467328.466391,1393712058.916787,,19640003328.466393,,41.08358862448934,17.956450507822005,65.53549643729322,42.0689691373173,16.631680811685477,8.769660645427054,3049706000.0,322949000.0,17889042000.0
ANSS,failed,Missing financial statements from Yahoo Finance.,False,False,,,,,,,,,,,,,,,,,
DIS,evaluated,,True,True,95535098329.34407,63620929111.96538,22250829162.737846,1092723417.8734107,4079394674.2384176,15240823916.249607,100369723417.87341,205763915025.6942,22.243842395727246,7.7240936956494926,30.8912219001414,8.8826679200399,16.190676742637336,6.077362552554671,91361000000.0,4972000000.0,100696000000.0
REG,evaluated,,True,True,1428827522.0183952,426518951.74596536,105672209.8099544,602519697.930779,729304360.4624754,,7290571550.95181,,27.420502817456374,13.530586413049557,35.456559128461436,40.30913280410979,20.38895354532695,10.860253346832621,1453904000.0,400388000.0,6724146000.0
WAT,evaluated,,True,True,2940957256.7884583,1188973322.8782659,938583463.2383522,403367967.0416755,633865033.8467274,556304334.686931,1361038767.0416756,5906823084.700385,31.039281602513277,17.013572479311257,19.801155705296974,6.618671218697785,38.90596973056469,23.163049767484054,2958387000.0,637834000.0,1828507000.0
CCL,evaluated,,True,True,32389500000.0,21475500000.0,7980000000.0,-1348554748.4580479,479782888.3161082,3622500000.0000005,5534445251.541952,51710513657.546875,55.8502589014593,31.560129607329518,70.9730450701821,31.457555875894215,45.264308583353326,38.59063735322181,25021000000.0,1916000000.0,9252000000.0
CRL,evaluated,,True,True,4288672376.493564,2728165676.543362,919439128.3469062,,297118976.6028193,,,,11.138068400647533,7.966677826323726,3.6118716917643052,4.177805870042695,15.438752234295094,13.562237780272508,4049989000.0,10297000.0,3461503000.0
LHX,evaluated,,True,True,22101603622.084164,16282277224.241003,512164459.03176653,2842236759.8426833,3876161938.8113937,1264141774.4683652,20604378002.780537,51453478027.1399,39.35472093221097,22.1119648712243,35.646986782905934,14.0340478374443,41.9501348367245,22.54706381778045,21325000000.0,1502000000.0,19514000000.0
GDDY,evaluated,,True,True,4423378097.426247,1636216302.8866134,366942509.7157383,2118856111.06179,2297169284.823895,,1768616111.06179,,33.19678119610415,11.834319526627219,43.68556003849659,9.483259144571319,24.019099709010774,12.624089544691007,4573200000.0,936900000.0,692100000.0
ELV,evaluated,,True,True,187473390593.5694,112484034356.14163,37494678118.71388,27380864971.989876,35732292808.24123,,65269853604.49751,,30.95791335434262,14.708200042690292,56.710160889958125,23.41300818297388,14.862758644582925,11.166617543385783,176810000000.0,5980000000.0,41315000000.0
PNC,evaluated,,True,True,21911389646.679928,13146833788.007956,356547788.19740456,,,,,,5.424476863515928,3.842835904943305,3.3392586458643896,3.3392586458643896,6.467085972341698,3.842835904943305,20809000000.0,5889000000.0,54425000000.0
JKHY,evaluated,,True,True,2221875109.7873063,1303653514.8387656,404178338.1323847,,411211256.81615597,,,,29.712264501474216,13.073142618425784,17.537849450622165,2.8680994037776912,37.82854120204224,17.92992142542029,2215543000.0,381816000.0,1842364000.0
L,evaluated,,True,True,17494639430.60498,10496783658.362988,3498927886.1209965,2013330189.1372137,2923852190.4991755,,17617892232.932835,,37.27104257606066,3.182412338421496,17.563301890018487,16.088297097714122,49.58838050483702,2.603769458254561,17239000000.0,1414000000.0,17066000000.0
AKAM,evaluated,,True,True,4017728565.2429013,1592646482.3452837,93890553.40101652,1533623533.277943,1668010870.5748167,,5966489833.277943,,27.035220695150443,17.113305888441595,20.383162751757123,2.252327556819638,32.8557713956196,19.821804207770523,3991168000.0,504918000.0,4878357000.0
WTW,evaluated,,True,True,10142938078.050982,5715898037.4464245,2481452740.8075795,951485600.579668,1447945428.6313334,,10103438028.726349,,31.20648137799915,8.733230455735962,34.98380235436026,8.068531490157875,27.90132552368319,12.065699993450341,9930000000.0,-98000000.0,7940000000.0
GM,evaluated,,True,True,188405097546.81467,167422469569.65576,10788434491.338882,-3111093972.221605,-2144162691.2165394,20670158075.73292,60566307376.68115,296857711998.43304,31.975298177473253,4.801931002015618,59.695709015117636,2.04276533360246,12.57101059112218,6.7499974123978,187442000000.0,6008000000.0,63072000000.0
VLO,evaluated,,True,True,118816409495.24614,108237788120.1703,1188164094.9524615,4287784275.7697415,6752327995.566476,9989991939.613874,29520978932.258293,63748059479.69879,32.58745583954646,15.867468320224093,27.165209140492866,14.469745935718118,36.38302852888396,16.597246255037717,129881000000.0,2770000000.0,24512000000.0
CMI,evaluated,,True,True,41334481192.562515,31325142124.385555,4044263197.264373,3491127666.0240955,4815566474.604588,2643999251.976918,12026420553.053385,35647936181.37879,21.968583505237913,18.455548863874608,16.140373303785864,18.455548863874608,26.048330646254346,22.40501203916893,34102000000.0,3946000000.0,10271000000.0
STZ,evaluated,,True,True,10129768245.15061,5019125166.936863,2066225816.545172,1692398724.96134,2641440468.8261805,143063713.76421368,10105998724.96134,23987527052.563927,11.622488748219183,5.511753673592017,5.8596435868864685,2.995403175994346,15.656480361152083,5.915752584935042,9961800000.0,1727400000.0,9743100000.0
RTX,evaluated,,True,True,70816805319.49786,58395093777.02239,4139885499.5974593,1350892126.0319808,3974958227.1241436,6768286370.277603,59157626973.05911,160983481589.36456,24.806421065733755,11.207133626115601,47.4327675609385,14.152661567913489,8.967978519090426,7.157310116501749,80738000000.0,4774000000.0,60156000000.0
HOLX,evaluated,,True,True,3340487817.7181873,1623581179.5673275,493315390.31010944,649004077.9508398,933741247.8407505,3272453269.0601707,5529104077.95084,8989319597.132935,33.08398515021864,17.385949589426826,22.93591392338292,17.07301305183345,40.18763500900364,22.7839079757438,4030300000.0,789500000.0,5130000000.0
MCK,evaluated,,True,True,290071363436.95776,277116685417.8189,8151446534.780993,2975847814.4704647,4166501814.028191,6019444150.965074,185705983.23168564,62147007071.51825,35.15385678926687,7.297377742969955,9.684740003605155,6.303483046849274,52.98223853923007,22.886795488370048,308951000000.0,3002000000.0,-1971000000.0
DOV,evaluated,,True,True,7528029260.260673,4718865026.149599,1614648538.0237615,596887335.7385445,897469971.994062,390446774.770167,5421476380.886924,12168340726.118286,36.81144167392742,12.85149306202616,32.32051895997262,8.174692907828554,39.95508757369578,15.23443583917221,7745909000.0,2697126000.0,6953996000.0
HES,failed,Missing financial statements from Yahoo Finance.,False,False,,,,,,,,,,,,,,,,,
STLD,evaluated,,True,True,15869345043.431822,12453307061.822197,525734667.5548658,1679883012.7038598,2341652146.3187723,2109278716.4433446,10374397298.219542,16110644791.602009,32.919965213313326,14.916710802012899,19.59966421620962,16.803262897082284,42.24417591128592,11.021512108028277,17540390000.0,1537134000.0,8934287000.0
EXC,evaluated,,True,True,24743816385.36534,14577293217.318377,5596313974.211133,-297843161.8687067,1602027799.4296703,506788709.50833416,23919818589.283367,109742174442.16158,36.29651432126165,7.183383489228067,60.816652717696186,7.183383489228067,19.132417443757454,7.25679370605631,23028000000.0,2460000000.0,26921000000.0
STE,evaluated,,True,True,4872305395.141312,2744850352.580609,1277229606.3719234,84168243.36634912,278823336.99380803,223791756.30694017,6080838333.260071,10195663292.152544,22.532701929235905,6.544681035575474,32.61365296705533,6.202242227780554,15.476036202762302,7.165399623396453,5138701000.0,378239000.0,6302164000.0
EBAY,evaluated,,True,True,10439259213.884634,2924685655.9469113,2288749770.2909646,3622630906.080551,4826276100.61078,,7251630906.080551,,28.33380598995569,19.95248981371044,29.000398749932295,12.310285353375518,27.75053732497615,20.65171134096452,10283000000.0,1975000000.0,5158000000.0
NUE,evaluated,,True,True,29029239641.54943,22494023077.664288,1325440595.4904606,2593732620.110453,3866575650.6214247,8978252070.593185,23227386491.54466,36888288702.445755,29.128579127556044,13.480206987957782,18.446338370443005,16.536288106259622,36.60614765753517,11.57772186696867,30734000000.0,2027000000.0,20294000000.0
LKQ,evaluated,,True,True,15027822104.111303,8985696889.166798,4194264498.9838986,839374091.3512046,1478478661.5554101,324052993.5907457,6760358425.55486,18368031352.20816,21.227784840083125,11.635557222346286,10.451376218691495,8.28374645961985,28.77127087505727,11.962018401247926,14355000000.0,690000000.0,6017000000.0
